"","raceE1","genderE1","turnoutE1","voteTE1","race","turnout","gender","weightx"
"17933","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17934","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17935","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17936","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17937","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17938","Other minority","Female","Voted","Democrats","Non-white","Voter","Female",1
"17939","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17940","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17941","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17942","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17943","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17944","Other minority","Female","Voted","Democrats","Non-white","Voter","Female",1
"17945","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17946","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17948","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17949","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17950","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17951","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17952","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17953","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17954","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17955","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17956","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17957","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17958","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17959","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17960","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17961","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17962","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17963","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17964","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17966","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17967","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17968","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17969","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17970","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17971","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17972","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17973","Plurality group","Female","Voted",NA,"White","Voter","Female",1
"17974","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17975","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17976","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17977","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17978","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"17979","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"17980","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17981","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"17982","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17983","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"17984","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17987","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17988","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17989","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17990","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17991","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17992","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"17993","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"17995","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"17996","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"17997","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"17999","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"18001","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"18002","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"18003","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"18004","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"18005","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"18006","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"18007","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"18008","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"18009","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"18011","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"18012","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18013","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"18014","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18015","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"18016","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"18017","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18018","Other minority","Female","Voted","Republicans","Non-white","Voter","Female",1
"18019","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"18020","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"18021","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"18022","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"18023","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"18024","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18025","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"18026","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"18027","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"18028","Other minority","Male","Voted","Republicans","Non-white","Voter","Male",1
"18029","Other minority","Male","Voted","Republicans","Non-white","Voter","Male",1
"18030","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18031","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"18032","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"18033","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18034","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"18035","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18036","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"18037","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"18038","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"18039","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"18040","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"18041","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"18042","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18043","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"18044","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"18045","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"18046","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"18047","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18048","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"18050","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18051","MAR","Male","Voted","Republicans","Non-white","Voter","Male",1
"18052","Plurality group","Female","Voted",NA,"White","Voter","Female",1
"18053","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"18054","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"18055","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"18056","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18057","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18058","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"18059","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"18060","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"18061","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"18062","Other minority","Male","Voted","Democrats","Non-white","Voter","Male",1
"18063","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"18064","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"18065","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"18067","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18068","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"18069","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"18070","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"18072","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"18073","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18074","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"18075","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"18076","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18077","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"18078","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"18079","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"18080","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18081","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18082","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18083","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"18084","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"18085","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"18086","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"18087","Other minority","Male","Voted","Republicans","Non-white","Voter","Male",1
"18088","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"18089","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"18090","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"18091","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"18092","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18093","Other minority","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"18094","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"18095","Other minority","Female","Voted","Democrats","Non-white","Voter","Female",1
"18096","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18097","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18098","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"18099","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"18100","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"18101","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"18102","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18103","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"18104","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"18105","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"18106","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"18107","Other minority","Male","Voted","Republicans","Non-white","Voter","Male",1
"18108","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"18109","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"18110","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"18111","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"18112","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"18113","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18114","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"18115","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"18116","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
